ticket_id,booking_id,seat_number,coach_number,class_type,fare_amount
11741,2411,S26-1,C2,AC,88.8
11742,3608,S9-2,C4,Sleeper,372.86
11743,6982,S33-5,C9,AC,103.92
11744,1984,S26-2,C3,AC,94.7
11745,4965,S44-5,C3,AC,233.39
11746,5132,S8-4,C1,Sleeper,210.64
11747,935,S33-6,C7,General,264.3
11748,4878,S28-2,C6,AC,196.84
11749,2191,S45-1,C4,General,176.28
11750,3532,S43-3,C5,Sleeper,304.29
11751,4465,S16-3,C5,Sleeper,257.1
11752,8941,S33-6,C1,Sleeper,428.54
11753,1148,S47-5,C3,Sleeper,59.96
11754,7396,S7-3,C10,Sleeper,393.34
11755,8897,S10-6,C4,General,236.34
11756,648,S47-3,C3,General,75.56
11757,1141,S47-5,C1,Sleeper,237.04
11758,9983,S21-6,C5,AC,403.2
11759,3853,S39-3,C1,AC,89.51
11760,4932,S34-1,C9,General,312.8
11761,7499,S18-2,C2,AC,262.13
11762,2611,S13-5,C6,Sleeper,388.81
11763,3253,S12-5,C2,Sleeper,436.15
11764,6552,S40-5,C5,AC,200.22
11765,4002,S48-4,C8,General,262.03
11766,7483,S13-1,C6,General,224.18
11767,2311,S5-6,C1,AC,267.04
11768,7852,S7-4,C8,Sleeper,499.17
11769,3776,S16-2,C5,General,122.55
11770,2140,S8-1,C6,General,491.46
11771,8858,S13-1,C9,Sleeper,227.77
11772,589,S7-3,C6,AC,459.72
11773,1455,S24-6,C6,Sleeper,279.53
11774,5134,S14-1,C10,Sleeper,186.43
11775,6177,S43-3,C8,General,220.49
11776,6644,S44-2,C5,General,105.25
11777,3028,S7-5,C2,AC,396.19
11778,7241,S45-5,C3,Sleeper,56.28
11779,9085,S28-5,C8,Sleeper,227.57
11780,2024,S39-6,C5,Sleeper,310.5
11781,5030,S14-4,C3,AC,402.99
11782,1374,S49-2,C2,Sleeper,468.01
11783,1676,S20-3,C10,General,89.76
11784,3286,S10-2,C8,General,276.2
11785,9592,S19-1,C7,AC,433.18
11786,1033,S11-1,C6,General,234.61
11787,9622,S49-1,C1,General,300.85
11788,1655,S44-1,C10,AC,491.23
11789,6933,S42-4,C5,General,230.96
11790,1959,S49-1,C10,AC,83.53
11791,634,S46-1,C5,AC,445.58
11792,8303,S6-3,C8,General,184.22
11793,3769,S42-4,C8,General,345.71
11794,5437,S9-5,C4,General,116.84
11795,4655,S46-2,C7,General,118.92
11796,6265,S27-3,C1,Sleeper,317.72
11797,4281,S7-4,C7,Sleeper,206.83
11798,3162,S10-1,C2,General,57.87
11799,9492,S3-5,C5,AC,448.18
11800,6216,S32-4,C6,General,118.8
11801,6502,S26-4,C2,AC,492.99
11802,9823,S48-4,C4,General,248.53
11803,8401,S20-3,C8,AC,402.96
11804,4286,S8-2,C6,Sleeper,350.64
11805,3600,S1-4,C2,AC,301.91
11806,5870,S15-3,C7,Sleeper,445.43
11807,189,S39-5,C1,Sleeper,133.75
11808,6313,S48-3,C1,Sleeper,296.5
11809,9266,S4-3,C6,General,355.35
11810,9830,S50-3,C10,General,237.91
11811,3594,S42-3,C6,Sleeper,286.59
11812,2952,S7-3,C8,AC,455.15
11813,274,S2-6,C9,Sleeper,282.23
11814,6689,S14-5,C1,Sleeper,51.46
11815,3354,S27-6,C7,AC,258.16
11816,7060,S33-2,C2,Sleeper,447.62
11817,8006,S42-5,C8,AC,429.36
11818,3399,S3-1,C8,AC,68.82
11819,9786,S49-6,C4,AC,212.3
11820,7724,S18-4,C6,Sleeper,371.89
11821,2597,S3-5,C1,Sleeper,355.62
11822,7118,S8-2,C4,Sleeper,156.94
11823,6285,S24-4,C7,Sleeper,67.78
11824,500,S43-6,C6,General,265.25
11825,5628,S42-1,C4,General,365.32
11826,3247,S20-1,C9,AC,293.54
11827,7312,S18-2,C5,AC,310.93
11828,978,S21-4,C5,Sleeper,244.71
11829,5166,S4-3,C8,Sleeper,341.89
11830,3650,S31-3,C9,Sleeper,129.5
11831,5405,S18-3,C4,General,341.56
11832,93,S25-5,C5,AC,220.89
11833,7963,S43-1,C5,Sleeper,499.83
11834,7438,S6-5,C9,AC,232.57
11835,9799,S10-6,C7,AC,470.08
11836,9862,S22-1,C8,General,124.63
11837,5282,S9-6,C1,Sleeper,136.13
11838,7018,S7-5,C2,General,129.15
11839,8265,S42-4,C7,General,429.6
11840,8796,S12-4,C5,Sleeper,381.26
11841,799,S41-2,C4,AC,467.52
11842,1532,S31-6,C2,Sleeper,253.72
11843,3282,S25-3,C8,Sleeper,117.52
11844,5430,S13-2,C10,Sleeper,340.08
11845,8865,S9-5,C9,Sleeper,179.63
11846,5264,S46-2,C9,AC,231.86
11847,917,S16-2,C10,General,98.53
11848,4193,S33-5,C1,Sleeper,396.22
11849,4562,S10-6,C4,General,329.07
11850,5227,S12-5,C10,AC,223.56
11851,9241,S40-3,C6,General,476.34
11852,1742,S14-2,C5,Sleeper,152.64
11853,6397,S22-4,C2,AC,364.69
11854,3482,S3-6,C4,Sleeper,268.69
11855,4034,S6-4,C9,General,176.75
11856,1328,S49-6,C9,Sleeper,228.14
11857,4888,S42-5,C6,General,366.91
11858,3648,S7-2,C1,Sleeper,282.83
11859,8906,S39-5,C7,AC,205.94
11860,9644,S29-4,C8,General,105.81
11861,6281,S12-1,C4,AC,178.8
11862,538,S3-5,C9,AC,264.85
11863,3896,S44-3,C7,AC,476.6
11864,9167,S17-6,C9,AC,361.23
11865,8922,S40-5,C10,AC,275.85
11866,8542,S27-1,C4,General,366.56
11867,7279,S40-1,C7,General,397.96
11868,6062,S42-6,C5,AC,228.79
11869,168,S37-4,C5,General,440.06
11870,7830,S18-3,C2,AC,233.9
11871,931,S46-6,C1,General,271.99
11872,8185,S21-6,C4,AC,339.76
11873,8737,S38-2,C6,General,405.89
11874,5261,S30-5,C7,General,168.46
11875,2029,S2-4,C4,AC,350.07
11876,6694,S15-6,C9,AC,445.38
11877,1124,S2-1,C6,AC,323.23
11878,4828,S35-2,C5,General,188.87
11879,1902,S49-3,C4,Sleeper,262.67
11880,6804,S28-5,C10,Sleeper,242.85
11881,7300,S9-2,C5,Sleeper,326.86
11882,6713,S11-6,C4,General,264.3
11883,4020,S6-6,C2,Sleeper,195.27
11884,299,S9-2,C9,Sleeper,281.15
11885,4742,S45-4,C8,AC,157.71
11886,4123,S3-3,C5,Sleeper,401.76
11887,1985,S11-6,C9,AC,70.65
11888,9220,S41-4,C10,Sleeper,170.9
11889,6785,S2-6,C5,General,304.09
11890,8902,S44-3,C7,Sleeper,268.05
11891,9098,S50-1,C5,Sleeper,490.76
11892,3335,S31-6,C9,Sleeper,100.37
11893,3118,S46-3,C6,AC,76.32
11894,5451,S18-3,C6,AC,306.39
11895,5494,S10-6,C6,General,289.85
11896,4742,S47-5,C3,AC,169.51
11897,9100,S13-6,C10,Sleeper,363.31
11898,2115,S50-5,C4,AC,168.58
11899,6548,S27-3,C9,General,485.18
11900,7276,S21-6,C1,Sleeper,370.73
11901,6007,S37-3,C2,AC,69.02
11902,5690,S31-3,C10,General,206.98
11903,5141,S39-4,C6,Sleeper,135.5
11904,2820,S34-1,C2,General,425.3
11905,1832,S7-3,C4,General,213.76
11906,3085,S26-1,C4,General,183.24
11907,7753,S24-6,C8,AC,428.6
11908,1994,S38-2,C5,AC,459.35
11909,4290,S5-3,C2,General,84.96
11910,2369,S10-6,C3,Sleeper,366.62
11911,1009,S39-3,C8,AC,77.1
11912,2655,S29-1,C10,AC,396.27
11913,6811,S42-1,C10,Sleeper,137.69
11914,7342,S16-2,C9,AC,187.63
11915,8572,S41-4,C3,General,381.35
11916,7266,S49-1,C3,General,166.08
11917,5373,S49-3,C6,AC,466.07
11918,3902,S9-6,C8,Sleeper,464.62
11919,7720,S1-2,C8,General,459.02
11920,4434,S38-1,C4,General,483.45
11921,1900,S50-6,C7,Sleeper,386.99
11922,4731,S23-2,C9,General,247.59
11923,7977,S8-3,C6,General,326.84
11924,9513,S49-2,C6,AC,446.64
11925,3054,S28-3,C3,AC,417.46
11926,1488,S33-4,C5,Sleeper,177.42
11927,6003,S16-4,C4,Sleeper,246.74
11928,6171,S4-2,C1,General,489.31
11929,10,S48-2,C6,Sleeper,156.74
11930,5644,S30-6,C10,AC,454.3
11931,8906,S33-5,C8,Sleeper,328.89
11932,1671,S40-3,C2,Sleeper,64.0
11933,1490,S49-3,C6,Sleeper,244.97
11934,6570,S46-6,C2,AC,69.5
11935,3019,S46-5,C2,General,238.94
11936,6791,S7-3,C5,General,181.28
11937,8423,S9-2,C1,Sleeper,485.77
11938,7544,S24-3,C5,General,95.74
11939,519,S38-5,C4,AC,285.75
11940,2526,S9-4,C5,Sleeper,428.55
11941,4126,S31-1,C10,General,480.26
11942,9777,S12-1,C3,General,281.83
11943,8674,S44-3,C8,Sleeper,223.46
11944,3726,S5-1,C4,Sleeper,92.51
11945,3480,S13-6,C10,General,396.47
11946,7999,S1-2,C6,Sleeper,491.07
11947,6113,S24-4,C10,AC,154.63
11948,6610,S17-6,C3,Sleeper,378.47
11949,7980,S40-1,C2,General,412.17
11950,5169,S25-5,C10,AC,467.01
11951,5891,S3-5,C5,Sleeper,250.72
11952,6870,S40-4,C10,General,410.32
11953,7836,S34-2,C8,AC,227.99
11954,5112,S16-5,C1,Sleeper,471.56
11955,7614,S42-2,C4,Sleeper,67.94
11956,7664,S40-1,C6,AC,219.22
11957,202,S27-6,C1,Sleeper,203.23
11958,8394,S11-4,C3,Sleeper,54.29
11959,7044,S44-5,C8,General,426.05
11960,8200,S50-4,C9,AC,289.21
11961,9249,S41-6,C10,Sleeper,393.36
11962,8708,S47-4,C5,AC,266.03
11963,2964,S36-1,C8,AC,177.77
11964,472,S7-6,C5,Sleeper,404.25
11965,6731,S37-5,C9,General,204.53
11966,9603,S45-2,C9,General,412.49
11967,4423,S8-2,C9,Sleeper,440.72
11968,3616,S40-1,C5,Sleeper,214.83
11969,4542,S23-4,C9,Sleeper,121.87
11970,5347,S40-6,C5,Sleeper,105.11
11971,8897,S39-6,C9,Sleeper,484.83
11972,3458,S33-6,C9,Sleeper,442.52
11973,7938,S9-2,C7,Sleeper,104.12
11974,8989,S22-4,C8,AC,316.21
11975,5279,S7-2,C5,Sleeper,267.62
11976,9030,S17-2,C4,General,439.11
11977,9198,S12-1,C1,AC,368.28
11978,1836,S37-2,C3,AC,376.22
11979,201,S46-6,C7,AC,170.93
11980,3928,S41-3,C2,AC,299.11
11981,513,S11-5,C2,Sleeper,226.32
11982,7990,S22-6,C1,Sleeper,116.12
11983,9756,S45-6,C10,Sleeper,165.67
11984,6439,S4-4,C7,Sleeper,432.68
11985,3363,S10-4,C5,General,462.59
11986,5649,S25-1,C3,General,195.23
11987,9599,S16-2,C2,Sleeper,159.25
11988,815,S3-5,C3,Sleeper,452.09
11989,6053,S36-1,C1,General,496.83
11990,7273,S25-5,C4,General,89.02
11991,4065,S25-1,C3,General,95.73
11992,6931,S8-4,C2,General,195.57
11993,6337,S10-3,C8,Sleeper,366.84
11994,7770,S45-3,C9,General,86.62
11995,9932,S3-5,C2,AC,398.95
11996,8471,S22-1,C1,Sleeper,83.45
11997,9101,S11-4,C8,Sleeper,99.87
11998,4689,S2-5,C8,AC,215.36
11999,6154,S14-3,C1,Sleeper,491.35
12000,308,S13-3,C1,General,169.53
12001,8272,S20-3,C9,General,343.49
12002,4291,S41-4,C4,Sleeper,305.36
12003,8455,S33-4,C9,AC,144.19
12004,9244,S23-4,C9,Sleeper,153.15
12005,1230,S5-6,C8,AC,438.67
12006,7812,S26-2,C10,AC,144.81
12007,2474,S47-1,C2,AC,379.41
12008,1534,S14-1,C3,AC,186.99
12009,6957,S26-3,C10,General,299.36
12010,5350,S40-6,C6,AC,118.16
12011,7481,S24-1,C5,Sleeper,175.96
12012,8437,S47-4,C7,Sleeper,325.03
12013,1855,S1-2,C10,General,312.5
12014,5144,S32-2,C3,General,136.45
12015,5428,S13-2,C7,General,56.34
12016,5483,S15-4,C10,General,280.37
12017,5716,S32-1,C5,Sleeper,51.78
12018,2211,S41-2,C9,AC,468.12
12019,5225,S5-3,C9,Sleeper,297.84
12020,1791,S19-4,C10,Sleeper,353.15
12021,2147,S8-4,C1,General,401.36
12022,9276,S3-6,C1,Sleeper,463.66
12023,3486,S30-4,C4,General,60.16
12024,7273,S5-1,C5,Sleeper,454.4
12025,5901,S42-2,C9,Sleeper,311.52
12026,8065,S18-4,C10,AC,318.6
12027,2074,S16-4,C6,AC,288.19
12028,2241,S11-1,C5,Sleeper,187.67
12029,6149,S17-5,C4,Sleeper,345.84
12030,4815,S16-5,C1,General,349.66
12031,257,S24-6,C3,General,248.43
12032,3590,S17-4,C10,Sleeper,275.43
12033,455,S12-2,C5,General,459.47
12034,9181,S19-5,C4,AC,494.09
12035,7514,S45-4,C5,AC,112.08
12036,495,S35-3,C5,AC,170.98
12037,3246,S30-1,C1,General,388.9
12038,8150,S37-6,C6,General,458.4
12039,1345,S43-2,C9,Sleeper,79.89
12040,3361,S49-3,C4,AC,438.85
12041,6003,S34-1,C2,AC,236.74
12042,5444,S30-5,C3,AC,72.13
12043,1950,S2-4,C5,Sleeper,305.35
12044,5477,S7-2,C4,AC,244.57
12045,2707,S15-4,C5,Sleeper,163.19
12046,6583,S37-6,C5,AC,264.12
12047,7451,S5-3,C9,General,257.43
12048,7635,S2-6,C1,AC,494.72
12049,3334,S23-1,C8,AC,382.14
12050,2938,S26-5,C4,Sleeper,278.92
12051,3061,S10-2,C10,General,202.78
12052,2773,S46-5,C4,AC,395.69
12053,1352,S36-3,C6,AC,246.98
12054,5967,S5-6,C6,AC,250.83
12055,8250,S42-6,C3,AC,393.01
12056,9186,S18-2,C6,General,349.57
12057,8138,S10-2,C2,General,271.57
12058,187,S17-1,C2,General,437.91
12059,2371,S34-1,C10,AC,267.11
12060,3642,S44-6,C5,Sleeper,400.05
12061,5730,S5-6,C8,AC,288.67
12062,5149,S12-4,C4,AC,158.31
12063,2345,S15-3,C6,Sleeper,135.34
12064,2198,S13-1,C6,AC,453.09
12065,719,S12-5,C9,AC,87.57
12066,91,S37-1,C3,AC,92.84
12067,4084,S14-4,C4,General,325.39
12068,29,S7-4,C1,Sleeper,165.35
12069,355,S20-2,C1,AC,164.47
12070,7307,S25-6,C3,Sleeper,375.45
12071,2115,S14-2,C7,General,383.92
12072,9918,S5-4,C4,Sleeper,404.64
12073,942,S49-5,C1,General,177.74
12074,6063,S4-2,C6,AC,498.64
12075,2698,S37-6,C8,General,181.1
12076,1465,S24-3,C4,AC,190.24
12077,1956,S4-2,C1,Sleeper,376.69
12078,1582,S43-2,C6,General,313.25
12079,2463,S10-4,C2,AC,323.17
12080,7995,S46-4,C10,AC,407.79
12081,5416,S19-6,C1,Sleeper,231.48
12082,4854,S3-5,C10,AC,455.13
12083,2593,S15-1,C3,AC,498.15
12084,1432,S46-3,C4,Sleeper,64.82
12085,8331,S9-2,C5,AC,61.65
12086,5557,S39-1,C3,General,283.21
12087,3544,S34-3,C5,AC,85.78
12088,9854,S49-2,C2,General,277.75
12089,5518,S28-1,C7,General,396.22
12090,9850,S43-4,C2,General,405.3
12091,2892,S20-3,C5,Sleeper,150.56
12092,2186,S33-3,C5,AC,296.27
12093,6568,S12-4,C2,AC,295.64
12094,2536,S44-5,C7,Sleeper,391.6
12095,1477,S34-3,C1,Sleeper,99.88
12096,8092,S4-6,C4,Sleeper,206.85
12097,4379,S17-3,C10,AC,57.04
12098,4712,S24-1,C3,AC,298.85
12099,4922,S19-3,C5,Sleeper,130.06
12100,4050,S19-1,C5,Sleeper,105.47
12101,3572,S49-3,C10,General,269.37
12102,2589,S9-3,C6,General,222.03
12103,8038,S33-6,C2,General,430.94
12104,408,S21-3,C1,AC,247.73
12105,9523,S20-6,C4,General,130.84
12106,3087,S39-2,C9,AC,424.78
12107,3653,S34-4,C1,Sleeper,273.16
12108,214,S43-4,C8,General,123.92
12109,9594,S38-1,C9,General,347.28
12110,231,S37-1,C2,AC,432.73
12111,2107,S44-4,C4,General,264.24
12112,8329,S40-2,C1,Sleeper,92.55
12113,242,S39-1,C10,AC,58.15
12114,3136,S50-6,C7,General,197.02
12115,3932,S18-5,C9,Sleeper,272.64
12116,4464,S39-2,C10,General,188.94
12117,6795,S43-3,C4,General,316.38
12118,4461,S19-5,C10,General,263.19
12119,8605,S3-3,C9,Sleeper,432.47
12120,9868,S4-3,C7,AC,183.93
12121,3803,S27-3,C2,General,328.4
12122,6690,S27-6,C5,AC,213.83
12123,4520,S47-2,C7,General,432.66
12124,7965,S8-1,C8,AC,53.76
12125,7825,S29-1,C2,General,94.41
12126,2999,S15-3,C5,General,237.51
12127,5463,S36-5,C2,Sleeper,140.4
12128,8953,S31-1,C10,AC,134.22
12129,6510,S39-4,C7,AC,393.05
12130,4602,S8-6,C3,Sleeper,100.56
12131,5538,S25-1,C2,General,495.74
12132,3693,S15-3,C9,AC,229.52
12133,7362,S4-6,C1,AC,360.75
12134,6779,S18-6,C2,General,289.41
12135,243,S34-1,C6,AC,436.42
12136,3876,S38-6,C3,Sleeper,97.13
12137,3010,S7-2,C4,Sleeper,327.67
12138,9989,S45-1,C7,AC,474.74
12139,4200,S25-5,C1,Sleeper,408.05
12140,12,S31-6,C6,AC,459.12
12141,2042,S6-2,C9,General,456.56
12142,9439,S3-6,C5,General,461.87
12143,6714,S10-4,C8,AC,393.57
12144,1282,S29-3,C6,AC,179.82
12145,8432,S6-3,C10,AC,493.64
12146,6503,S40-4,C3,AC,280.51
12147,6889,S44-4,C4,General,65.08
12148,9512,S28-6,C7,General,93.62
12149,957,S15-2,C1,AC,146.57
12150,788,S25-3,C10,Sleeper,275.57
12151,8284,S45-6,C8,General,166.38
12152,1494,S49-3,C9,Sleeper,63.23
12153,3529,S2-2,C5,General,361.53
12154,8751,S49-4,C7,AC,429.14
12155,1528,S6-2,C3,General,282.59
12156,3467,S14-2,C7,Sleeper,233.63
12157,9643,S4-1,C8,General,385.44
12158,1291,S48-4,C8,General,202.51
12159,8354,S2-2,C2,General,445.94
12160,3300,S18-2,C10,Sleeper,422.45
12161,8722,S1-4,C10,AC,407.94
12162,3296,S6-5,C2,Sleeper,271.06
12163,6539,S39-2,C2,Sleeper,65.09
12164,1788,S41-1,C1,Sleeper,446.65
12165,7774,S39-5,C4,AC,362.55
12166,514,S8-6,C8,AC,489.64
12167,3417,S6-6,C10,AC,478.36
12168,1182,S13-5,C7,General,306.73
12169,1008,S48-4,C1,Sleeper,274.6
12170,4972,S11-5,C1,General,424.83
12171,2128,S38-5,C2,AC,477.79
12172,1521,S3-3,C10,AC,411.1
12173,5675,S18-6,C5,General,63.27
12174,7908,S36-1,C2,AC,276.06
12175,4299,S36-1,C2,AC,73.83
12176,410,S38-5,C2,Sleeper,352.28
12177,5407,S1-2,C8,AC,183.73
12178,911,S24-5,C1,General,301.85
12179,1753,S22-3,C6,AC,336.15
12180,4112,S40-1,C4,AC,270.63
12181,9265,S19-4,C8,AC,174.94
12182,6617,S15-4,C8,Sleeper,111.38
12183,4631,S21-1,C8,AC,226.11
12184,649,S19-5,C4,Sleeper,486.52
12185,5517,S13-1,C2,AC,96.96
12186,4000,S16-1,C8,General,146.18
12187,3558,S26-6,C5,Sleeper,332.94
12188,8324,S21-3,C2,AC,150.78
12189,915,S49-4,C4,Sleeper,409.22
12190,7806,S32-2,C2,General,54.07
12191,9363,S13-6,C4,General,118.78
12192,1342,S41-2,C9,General,458.46
12193,4970,S2-2,C9,Sleeper,453.69
12194,6959,S20-2,C6,General,79.36
12195,7357,S41-5,C1,General,286.2
12196,7528,S21-4,C8,AC,337.3
12197,4903,S20-4,C3,General,53.06
12198,61,S42-5,C1,Sleeper,51.65
12199,936,S40-5,C6,General,395.19
12200,83,S37-1,C2,AC,440.8
12201,3300,S10-6,C3,AC,223.3
12202,689,S14-3,C9,AC,253.42
12203,8702,S49-6,C9,Sleeper,431.32
12204,194,S17-4,C3,General,371.51
12205,6058,S31-1,C3,General,229.11
12206,7655,S11-5,C1,AC,379.2
12207,2800,S4-1,C10,Sleeper,78.8
12208,4602,S28-4,C9,Sleeper,268.93
12209,9834,S30-5,C5,Sleeper,333.42
12210,5172,S14-5,C7,Sleeper,87.74
12211,9000,S19-4,C9,Sleeper,189.48
12212,5805,S31-2,C5,General,202.45
12213,9610,S32-3,C2,General,228.97
12214,4361,S22-2,C8,AC,269.6
12215,9873,S17-2,C7,AC,80.35
12216,9818,S39-3,C9,Sleeper,356.8
12217,88,S24-6,C4,General,296.75
12218,9478,S13-4,C2,AC,208.45
12219,9438,S48-2,C8,Sleeper,377.24
12220,4942,S29-5,C4,AC,187.16
12221,3450,S26-6,C7,AC,369.58
12222,9567,S20-2,C4,Sleeper,158.74
12223,1079,S42-6,C8,General,281.57
12224,6179,S49-6,C2,AC,85.17
12225,4496,S19-4,C7,AC,188.27
12226,3226,S41-4,C1,General,268.48
12227,2750,S9-1,C9,AC,67.75
12228,3639,S49-2,C1,AC,199.89
12229,7468,S2-6,C3,AC,159.14
12230,8155,S26-1,C5,General,324.15
12231,8556,S42-1,C3,General,90.07
12232,9917,S50-5,C10,General,313.76
12233,8288,S33-2,C10,Sleeper,495.88
12234,7965,S46-6,C7,AC,130.24
12235,674,S27-2,C2,General,301.74
12236,1532,S25-1,C1,Sleeper,70.51
12237,4390,S46-3,C1,AC,453.04
12238,4516,S39-5,C3,Sleeper,360.43
12239,9276,S44-2,C2,AC,87.88
12240,5782,S33-3,C2,AC,139.11
12241,7496,S18-4,C1,General,210.65
12242,9335,S43-1,C9,General,206.19
12243,6771,S20-1,C8,AC,466.71
12244,4698,S28-3,C9,AC,257.14
12245,1497,S20-2,C3,Sleeper,112.98
12246,2885,S43-5,C10,General,75.76
12247,7862,S46-3,C7,Sleeper,233.08
12248,6758,S24-6,C8,AC,82.09
12249,2723,S39-1,C8,General,62.87
12250,3036,S34-3,C6,General,276.07
12251,4075,S11-2,C9,AC,469.26
12252,6558,S4-1,C10,Sleeper,160.86
12253,3899,S9-6,C8,Sleeper,449.06
12254,7294,S25-4,C7,AC,426.26
12255,7022,S14-3,C3,Sleeper,64.25
12256,9848,S29-5,C2,Sleeper,471.58
12257,4261,S23-3,C5,General,293.28
12258,8860,S44-4,C4,General,224.2
12259,2971,S41-4,C2,Sleeper,375.04
12260,3161,S37-5,C4,Sleeper,218.21
12261,4269,S46-5,C4,AC,262.81
12262,7598,S28-2,C10,General,199.88
12263,2163,S28-2,C7,Sleeper,218.55
12264,1130,S18-1,C9,General,117.38
12265,4948,S5-6,C2,Sleeper,311.38
12266,6692,S46-2,C10,General,369.99
12267,2733,S34-6,C5,Sleeper,199.98
12268,8535,S31-4,C4,General,251.69
12269,1550,S40-6,C2,Sleeper,157.83
12270,3619,S33-5,C3,General,405.84
12271,8172,S39-5,C5,Sleeper,331.06
12272,1305,S2-6,C3,General,180.65
12273,5460,S5-5,C10,Sleeper,265.04
12274,9763,S16-1,C7,General,256.46
12275,4299,S43-4,C3,AC,381.56
12276,9033,S35-4,C8,General,325.97
12277,9380,S49-1,C9,General,126.01
12278,4784,S44-5,C1,AC,253.84
12279,5499,S14-2,C7,Sleeper,374.24
12280,373,S6-5,C10,AC,212.24
12281,2952,S20-4,C8,AC,347.41
12282,6211,S34-5,C6,Sleeper,373.7
12283,7109,S12-6,C7,Sleeper,354.83
12284,4529,S33-1,C6,Sleeper,367.96
12285,4087,S34-1,C3,Sleeper,200.94
12286,1159,S32-3,C1,General,492.2
12287,2931,S9-1,C6,Sleeper,202.03
12288,8143,S17-3,C6,AC,57.42
12289,894,S40-5,C7,Sleeper,405.34
12290,9792,S5-5,C9,Sleeper,441.11
12291,2264,S21-3,C1,AC,256.48
12292,7922,S43-5,C1,AC,195.7
12293,6540,S3-1,C6,AC,311.9
12294,8341,S38-6,C3,AC,455.74
12295,555,S23-5,C9,AC,168.08
12296,3983,S15-2,C6,General,236.97
12297,6016,S37-3,C9,General,175.49
12298,5673,S22-3,C5,Sleeper,158.99
12299,3051,S25-1,C5,General,425.97
12300,3743,S50-3,C3,General,116.76
12301,953,S42-3,C7,Sleeper,362.74
12302,1630,S23-2,C8,Sleeper,268.99
12303,7402,S14-5,C3,Sleeper,115.15
12304,6555,S17-1,C8,AC,433.36
12305,5636,S35-1,C4,General,487.98
12306,8647,S22-6,C9,General,413.53
12307,2732,S42-1,C1,Sleeper,52.78
12308,3052,S14-6,C5,Sleeper,178.69
12309,2414,S13-3,C4,AC,208.69
12310,7253,S24-3,C2,AC,383.92
12311,269,S15-2,C9,Sleeper,152.26
12312,9797,S1-5,C5,AC,55.61
12313,3847,S47-4,C8,AC,451.44
12314,8358,S44-3,C6,General,271.9
12315,7070,S38-3,C2,AC,296.44
12316,7587,S43-4,C6,Sleeper,95.47
12317,1367,S41-4,C2,Sleeper,296.88
12318,1293,S12-5,C9,AC,80.77
12319,9866,S18-3,C6,AC,420.62
12320,4550,S35-1,C3,General,179.84
12321,4008,S9-2,C3,General,349.22
12322,359,S45-6,C9,AC,253.21
12323,5638,S19-4,C3,General,218.78
12324,3581,S19-4,C3,Sleeper,428.33
12325,5464,S2-5,C5,Sleeper,99.84
12326,5653,S5-1,C1,General,270.6
12327,3405,S21-2,C1,Sleeper,66.03
12328,3176,S13-2,C9,General,488.04
12329,7685,S1-1,C1,AC,421.14
12330,883,S6-2,C2,General,434.41
12331,6140,S4-3,C6,Sleeper,410.3
12332,5666,S45-6,C7,Sleeper,294.49
12333,4698,S6-5,C6,Sleeper,329.24
12334,5810,S19-4,C5,AC,287.24
12335,7982,S16-2,C8,AC,62.86
12336,8479,S31-6,C2,Sleeper,189.9
12337,8411,S43-5,C4,Sleeper,126.95
12338,7667,S19-4,C8,General,117.74
12339,3760,S15-3,C9,General,127.77
12340,1031,S7-6,C9,Sleeper,268.23
12341,7588,S12-2,C5,General,237.94
12342,376,S8-6,C10,Sleeper,419.03
12343,9177,S17-3,C8,General,54.16
12344,4955,S24-2,C3,AC,154.83
12345,6889,S8-6,C5,AC,234.67
12346,8934,S19-2,C9,Sleeper,376.01
12347,9046,S36-2,C1,Sleeper,495.05
12348,4843,S16-2,C5,AC,51.83
12349,2203,S20-2,C5,AC,462.31
12350,2749,S45-5,C3,AC,302.35
12351,3628,S10-1,C2,General,473.3
12352,1150,S43-2,C4,General,321.53
12353,3579,S37-5,C4,AC,433.69
12354,3267,S44-4,C9,General,169.66
12355,5201,S16-4,C5,General,147.43
12356,4854,S19-5,C4,AC,414.9
12357,9805,S38-6,C7,Sleeper,327.85
12358,8,S16-5,C8,General,376.01
12359,970,S30-2,C2,Sleeper,122.85
12360,8673,S39-3,C6,Sleeper,439.01
12361,7804,S24-3,C1,AC,454.62
12362,7016,S35-3,C4,AC,183.09
12363,4892,S25-4,C5,General,287.83
12364,750,S10-2,C3,AC,413.08
12365,6153,S42-2,C6,AC,91.72
12366,7721,S26-6,C9,AC,420.06
12367,2326,S17-5,C9,Sleeper,238.47
12368,8054,S31-3,C4,General,138.02
12369,3229,S1-6,C1,Sleeper,414.33
12370,4991,S18-4,C5,AC,405.32
12371,1869,S41-1,C5,Sleeper,175.42
12372,7159,S17-4,C5,Sleeper,76.83
12373,266,S24-4,C2,AC,98.24
12374,4706,S25-3,C9,AC,54.72
12375,7198,S41-1,C8,General,281.02
12376,6683,S3-5,C6,Sleeper,119.71
12377,2073,S40-4,C3,General,149.51
12378,917,S44-5,C2,Sleeper,167.68
12379,2725,S14-5,C9,AC,379.33
12380,6283,S23-1,C10,AC,155.95
12381,506,S25-6,C1,AC,291.98
12382,9249,S13-3,C8,Sleeper,157.47
12383,5047,S30-5,C7,AC,454.31
12384,9530,S47-1,C1,General,168.21
12385,9025,S21-5,C10,Sleeper,94.53
12386,6436,S38-4,C7,Sleeper,234.13
